utc_timestamp,BE_windspeed_10m,BE_temperature,BE_radiation_direct_horizontal,BE_radiation_diffuse_horizontal
2016-01-01T00:00:00Z,5.85,4.932,0,0
2016-01-01T01:00:00Z,5.21,4.816,0,0
2016-01-01T02:00:00Z,4.52,4.651,0,0
2016-01-01T03:00:00Z,3.83,4.518,0,0
2016-01-01T04:00:00Z,3.17,4.447,0,0
2016-01-01T05:00:00Z,2.41,4.339,0,0
2016-01-01T06:00:00Z,2,4.115,0,0
2016-01-01T07:00:00Z,2.08,3.805,0.005290706,0.341409294
2016-01-01T08:00:00Z,2.37,3.897,0.538604668,19.97049533
2016-01-01T09:00:00Z,2.64,4.47,1.624718458,48.78478154
2016-01-01T10:00:00Z,2.99,5.156,3.273254927,76.41864507
2016-01-01T11:00:00Z,3.63,5.977,5.034188995,94.39351101
2016-01-01T12:00:00Z,4.19,6.629,5.454043314,94.85345669
2016-01-01T13:00:00Z,4.3,6.88,2.231403716,61.24429628
2016-01-01T14:00:00Z,4.28,6.668,0.684274521,28.61052548
2016-01-01T15:00:00Z,4.4,6.068,0.057609182,3.545690818
2016-01-01T16:00:00Z,4.77,5.711,0,0
2016-01-01T17:00:00Z,4.91,5.39,0,0
2016-01-01T18:00:00Z,5.17,5.113,0,0
2016-01-01T19:00:00Z,5.57,4.874,0,0
2016-01-01T20:00:00Z,5.98,4.674,0,0
2016-01-01T21:00:00Z,6.28,4.573,0,0
2016-01-01T22:00:00Z,6.59,4.515,0,0
2016-01-01T23:00:00Z,6.76,4.493,0,0
2016-01-02T00:00:00Z,6.74,4.464,0,0
2016-01-02T01:00:00Z,6.78,4.467,0,0
2016-01-02T02:00:00Z,6.81,4.47,0,0
2016-01-02T03:00:00Z,6.85,4.433,0,0
2016-01-02T04:00:00Z,6.77,4.483,0,0
2016-01-02T05:00:00Z,6.55,4.579,0,0
2016-01-02T06:00:00Z,6.53,4.879,0,0
2016-01-02T07:00:00Z,6.54,5.303,0.001591504,0.144108496
2016-01-02T08:00:00Z,6.45,5.627,0.153648701,9.713851299
2016-01-02T09:00:00Z,6.24,6.036,1.505854411,43.83484559
2016-01-02T10:00:00Z,6.39,6.85,11.58931354,102.0626865
2016-01-02T11:00:00Z,6.62,7.932,41.02573576,133.4339642
2016-01-02T12:00:00Z,6.77,8.754,55.08782897,127.417071
2016-01-02T13:00:00Z,6.66,8.997,33.71158013,103.3481199
2016-01-02T14:00:00Z,6.72,8.563,10.73363897,59.25716103
2016-01-02T15:00:00Z,6.8,7.652,0.627418416,8.235081584
2016-01-02T16:00:00Z,7.2,7.212,0,0
2016-01-02T17:00:00Z,7.57,7.069,0,0
2016-01-02T18:00:00Z,7.82,6.889,0,0
2016-01-02T19:00:00Z,8.23,6.977,0,0
2016-01-02T20:00:00Z,8.28,7.083,0,0
2016-01-02T21:00:00Z,8.25,7.102,0,0
2016-01-02T22:00:00Z,8.28,7.006,0,0
2016-01-02T23:00:00Z,8.25,6.901,0,0
2016-01-03T00:00:00Z,8.26,6.907,0,0
2016-01-03T01:00:00Z,8.22,6.902,0,0
2016-01-03T02:00:00Z,8.13,6.771,0,0
2016-01-03T03:00:00Z,7.89,6.473,0,0
2016-01-03T04:00:00Z,7.48,6.047,0,0
2016-01-03T05:00:00Z,6.88,5.43,0,0
2016-01-03T06:00:00Z,6.73,4.794,0,0
2016-01-03T07:00:00Z,6.48,4.177,0.009980371,0.522019629
2016-01-03T08:00:00Z,6.58,3.949,0.867316152,24.75368385
2016-01-03T09:00:00Z,6.83,4.142,1.905367496,52.6112325
2016-01-03T10:00:00Z,7.08,4.569,3.28758421,78.02311579
2016-01-03T11:00:00Z,6.96,5.058,4.167848266,91.58725173
2016-01-03T12:00:00Z,6.83,5.262,2.209859296,71.2107407
2016-01-03T13:00:00Z,7.19,5.304,0.926784672,44.42681533
2016-01-03T14:00:00Z,7.77,5.231,0.283136485,19.42766351
2016-01-03T15:00:00Z,8.29,5.131,0.025154152,2.326945848
2016-01-03T16:00:00Z,8.76,5.018,0,0
2016-01-03T17:00:00Z,9.3,4.849,0,0
2016-01-03T18:00:00Z,9.45,4.578,0,0
2016-01-03T19:00:00Z,9.55,4.22,0,0
2016-01-03T20:00:00Z,9.39,3.845,0,0
2016-01-03T21:00:00Z,8.88,3.434,0,0
2016-01-03T22:00:00Z,7.93,3.13,0,0
2016-01-03T23:00:00Z,6.83,3.028,0,0
2016-01-04T00:00:00Z,5.65,3.288,0,0
2016-01-04T01:00:00Z,4.88,3.737,0,0
2016-01-04T02:00:00Z,4.68,4.214,0,0
2016-01-04T03:00:00Z,4.9,4.693,0,0
2016-01-04T04:00:00Z,5.28,5.101,0,0
2016-01-04T05:00:00Z,5.49,5.294,0,0
2016-01-04T06:00:00Z,5.54,5.212,0,0
2016-01-04T07:00:00Z,5.67,5,0.002453105,0.251746895
2016-01-04T08:00:00Z,5.71,4.877,0.180383739,12.87201626
2016-01-04T09:00:00Z,5.94,4.878,0.521966603,32.0490334
2016-01-04T10:00:00Z,6.1,5.057,0.681886093,42.51371391
2016-01-04T11:00:00Z,6.25,5.432,0.78569836,47.99450164
2016-01-04T12:00:00Z,6.13,5.819,1.140825555,56.13377445
2016-01-04T13:00:00Z,5.93,6.155,1.498479037,55.93292096
2016-01-04T14:00:00Z,5.61,6.228,1.083431715,36.49406829
2016-01-04T15:00:00Z,5.53,5.888,0.137008678,5.868291322
2016-01-04T16:00:00Z,5.84,5.587,0,0
2016-01-04T17:00:00Z,5.97,5.339,0,0
2016-01-04T18:00:00Z,6.21,5.216,0,0
2016-01-04T19:00:00Z,6.34,5.184,0,0
2016-01-04T20:00:00Z,6.53,5.299,0,0
2016-01-04T21:00:00Z,6.54,5.373,0,0
2016-01-04T22:00:00Z,6.47,5.307,0,0
2016-01-04T23:00:00Z,6.01,5.036,0,0
2016-01-05T00:00:00Z,5.73,4.761,0,0
2016-01-05T01:00:00Z,5.65,4.645,0,0
2016-01-05T02:00:00Z,5.44,4.543,0,0
2016-01-05T03:00:00Z,5.55,4.538,0,0
2016-01-05T04:00:00Z,5.69,4.596,0,0
2016-01-05T05:00:00Z,5.74,4.699,0,0
2016-01-05T06:00:00Z,5.58,4.77,0,0
2016-01-05T07:00:00Z,5.66,4.827,0.006124394,0.436275606
2016-01-05T08:00:00Z,5.92,5.066,0.477774602,19.7289254
2016-01-05T09:00:00Z,6.37,5.613,1.952873484,53.34212652
2016-01-05T10:00:00Z,6.59,6.217,5.296104298,91.1585957
2016-01-05T11:00:00Z,6.96,6.591,5.710391882,99.98130812
2016-01-05T12:00:00Z,6.91,6.593,3.832510799,86.2748892
2016-01-05T13:00:00Z,6.5,6.352,1.696526629,56.83787337
2016-01-05T14:00:00Z,6.05,6.091,0.518289768,26.15861023
2016-01-05T15:00:00Z,5.59,5.835,0.043696052,3.271603948
2016-01-05T16:00:00Z,5.56,5.812,0,0
2016-01-05T17:00:00Z,5.42,5.928,0,0
2016-01-05T18:00:00Z,5.25,5.96,0,0
2016-01-05T19:00:00Z,4.98,5.811,0,0
2016-01-05T20:00:00Z,4.75,5.537,0,0
2016-01-05T21:00:00Z,4.65,5.245,0,0
2016-01-05T22:00:00Z,4.6,5.126,0,0
2016-01-05T23:00:00Z,4.57,5.19,0,0
2016-01-06T00:00:00Z,4.47,5.246,0,0
2016-01-06T01:00:00Z,4.22,5.268,0,0
2016-01-06T02:00:00Z,3.95,5.294,0,0
2016-01-06T03:00:00Z,3.76,5.289,0,0
2016-01-06T04:00:00Z,3.66,5.233,0,0
2016-01-06T05:00:00Z,3.52,5.159,0,0
2016-01-06T06:00:00Z,3.42,5.105,0,0
2016-01-06T07:00:00Z,3.4,5.028,0.009903975,0.585096025
2016-01-06T08:00:00Z,3.81,5.372,0.51490118,20.03409882
2016-01-06T09:00:00Z,4.07,5.92,2.044220515,53.75257949
2016-01-06T10:00:00Z,3.98,6.543,4.354319914,84.16128009
2016-01-06T11:00:00Z,3.93,7.168,7.15471351,104.8782865
2016-01-06T12:00:00Z,3.82,7.591,8.510473403,107.1543266
2016-01-06T13:00:00Z,3.43,7.667,4.955200325,79.93909967
2016-01-06T14:00:00Z,2.73,7.236,1.399193712,38.35220629
2016-01-06T15:00:00Z,2.68,6.421,0.108549408,5.130350592
2016-01-06T16:00:00Z,3.03,6.118,0,0
2016-01-06T17:00:00Z,3.32,6.006,0,0
2016-01-06T18:00:00Z,3.53,5.815,0,0
2016-01-06T19:00:00Z,3.79,5.688,0,0
2016-01-06T20:00:00Z,4.13,5.601,0,0
2016-01-06T21:00:00Z,4.33,5.481,0,0
2016-01-06T22:00:00Z,4.56,5.415,0,0
2016-01-06T23:00:00Z,4.77,5.378,0,0
2016-01-07T00:00:00Z,4.97,5.282,0,0
2016-01-07T01:00:00Z,5.22,5.267,0,0
2016-01-07T02:00:00Z,5.55,5.23,0,0
2016-01-07T03:00:00Z,5.77,5.102,0,0
2016-01-07T04:00:00Z,6.2,5.006,0,0
2016-01-07T05:00:00Z,6.8,5.04,0,0
2016-01-07T06:00:00Z,7.1,5.041,0,0
2016-01-07T07:00:00Z,7.61,4.98,0.002311998,0.258188002
2016-01-07T08:00:00Z,8.42,4.896,0.109047348,9.474852652
2016-01-07T09:00:00Z,9.21,4.86,0.684297074,36.01240293
2016-01-07T10:00:00Z,9.89,4.851,2.216132697,71.0786673
2016-01-07T11:00:00Z,9.87,4.715,1.804167933,68.91603207
2016-01-07T12:00:00Z,9.11,5.237,1.358778316,59.06162168
2016-01-07T13:00:00Z,8.83,6.575,2.406424686,66.28777531
2016-01-07T14:00:00Z,9.79,7.572,2.305402405,47.7424976
2016-01-07T15:00:00Z,10.35,7.502,0.226224142,7.441075858
2016-01-07T16:00:00Z,10.39,7.005,0,0
2016-01-07T17:00:00Z,10.18,6.452,0,0
2016-01-07T18:00:00Z,9.98,5.875,0,0
2016-01-07T19:00:00Z,9.68,5.244,0,0
2016-01-07T20:00:00Z,9.22,4.669,0,0
2016-01-07T21:00:00Z,8.63,4.154,0,0
2016-01-07T22:00:00Z,7.85,3.524,0,0
2016-01-07T23:00:00Z,7.68,2.993,0,0
2016-01-08T00:00:00Z,7.67,2.594,0,0
2016-01-08T01:00:00Z,7.63,2.339,0,0
2016-01-08T02:00:00Z,7.38,2.232,0,0
2016-01-08T03:00:00Z,6.94,2.169,0,0
2016-01-08T04:00:00Z,6.31,2.022,0,0
2016-01-08T05:00:00Z,5.88,1.927,0,0
2016-01-08T06:00:00Z,5.72,1.746,0,0
2016-01-08T07:00:00Z,5.92,1.643,0.01861065,0.75838935
2016-01-08T08:00:00Z,6.08,1.79,0.799745476,21.38305452
2016-01-08T09:00:00Z,5.9,2.098,3.965989869,60.42501013
2016-01-08T10:00:00Z,6.26,2.969,12.15329544,97.64470456
2016-01-08T11:00:00Z,6.27,4.264,107.3702221,119.7786779
2016-01-08T12:00:00Z,5.94,5.344,160.0436172,88.68328283
2016-01-08T13:00:00Z,5.48,5.777,117.1441819,78.19281814
2016-01-08T14:00:00Z,4.25,5.127,45.13689564,59.91160436
2016-01-08T15:00:00Z,3.87,2.968,3.146357482,12.87344252
2016-01-08T16:00:00Z,4.78,2.347,0,0
2016-01-08T17:00:00Z,5.45,2.335,0,0
2016-01-08T18:00:00Z,5.39,2.113,0,0
2016-01-08T19:00:00Z,5.36,2.131,0,0
2016-01-08T20:00:00Z,5.4,2.219,0,0
2016-01-08T21:00:00Z,5.22,2.308,0,0
2016-01-08T22:00:00Z,5.13,2.327,0,0
2016-01-08T23:00:00Z,5.25,2.425,0,0
2016-01-09T00:00:00Z,5.29,2.45,0,0
2016-01-09T01:00:00Z,5.45,2.481,0,0
2016-01-09T02:00:00Z,5.49,2.451,0,0
2016-01-09T03:00:00Z,5.53,2.397,0,0
2016-01-09T04:00:00Z,5.61,2.288,0,0
2016-01-09T05:00:00Z,5.74,2.162,0,0
2016-01-09T06:00:00Z,5.92,2.099,0,0
2016-01-09T07:00:00Z,6.24,2.104,0.016568654,0.902931346
2016-01-09T08:00:00Z,6.33,2.476,0.527761543,20.98633846
2016-01-09T09:00:00Z,6.25,3.296,2.728078975,61.36962103
2016-01-09T10:00:00Z,6.54,4.378,5.162353143,91.15084686
2016-01-09T11:00:00Z,6.71,5.331,5.754094972,101.229205
2016-01-09T12:00:00Z,6.72,5.948,4.447114903,91.3379851
2016-01-09T13:00:00Z,6.57,6.201,2.350656885,64.89634311
2016-01-09T14:00:00Z,6.62,6.216,0.783644192,31.68795581
2016-01-09T15:00:00Z,6.97,6.112,0.120073038,5.979726962
2016-01-09T16:00:00Z,7.14,6.013,0,0
2016-01-09T17:00:00Z,7.45,6.051,0,0
2016-01-09T18:00:00Z,7.55,5.95,0,0
2016-01-09T19:00:00Z,7.93,5.867,0,0
2016-01-09T20:00:00Z,8.35,5.795,0,0
2016-01-09T21:00:00Z,8.42,5.654,0,0
2016-01-09T22:00:00Z,8.96,5.807,0,0
2016-01-09T23:00:00Z,9.68,6.335,0,0
2016-01-10T00:00:00Z,9.59,6.681,0,0
2016-01-10T01:00:00Z,9.26,6.715,0,0
2016-01-10T02:00:00Z,8.58,6.59,0,0
2016-01-10T03:00:00Z,8.14,6.298,0,0
2016-01-10T04:00:00Z,8.24,5.907,0,0
2016-01-10T05:00:00Z,8.47,5.329,0,0
2016-01-10T06:00:00Z,8.47,4.678,0,0
2016-01-10T07:00:00Z,8.46,4.194,0.033070686,1.220329314
2016-01-10T08:00:00Z,8.65,4.077,1.383272994,29.51252701
2016-01-10T09:00:00Z,8.84,4.369,4.545408581,68.02189142
2016-01-10T10:00:00Z,8.68,4.956,15.00119893,114.6339011
2016-01-10T11:00:00Z,8.54,5.704,21.4070787,132.7092213
2016-01-10T12:00:00Z,8.41,6.342,14.53799685,118.9796031
2016-01-10T13:00:00Z,7.77,6.72,8.42058169,91.04401831
2016-01-10T14:00:00Z,7.02,6.669,2.931653324,49.09274668
2016-01-10T15:00:00Z,6.61,6.029,0.237254541,7.561545459
2016-01-10T16:00:00Z,6.86,5.269,0,0
2016-01-10T17:00:00Z,7.08,4.406,0,0
2016-01-10T18:00:00Z,7.08,3.846,0,0
2016-01-10T19:00:00Z,6.71,3.744,0,0
2016-01-10T20:00:00Z,6.36,3.974,0,0
2016-01-10T21:00:00Z,6.01,3.986,0,0
2016-01-10T22:00:00Z,5.89,3.937,0,0
2016-01-10T23:00:00Z,5.79,3.928,0,0
2016-01-11T00:00:00Z,5.75,4.05,0,0
2016-01-11T01:00:00Z,5.72,4.106,0,0
2016-01-11T02:00:00Z,5.89,4.083,0,0
2016-01-11T03:00:00Z,5.91,4.112,0,0
2016-01-11T04:00:00Z,5.59,4.245,0,0
2016-01-11T05:00:00Z,5.49,4.446,0,0
2016-01-11T06:00:00Z,5.41,4.626,0,0
2016-01-11T07:00:00Z,5.65,4.727,0.012937982,0.945962018
2016-01-11T08:00:00Z,6.17,4.639,0.193252582,14.10944742
2016-01-11T09:00:00Z,6.94,4.18,0.385461501,28.1593385
2016-01-11T10:00:00Z,7.31,3.75,0.602713258,41.03188674
2016-01-11T11:00:00Z,7.03,3.874,0.831267117,50.67673288
2016-01-11T12:00:00Z,6.74,4.64,1.280194502,60.4427055
2016-01-11T13:00:00Z,6.76,5.69,2.189778678,67.20112132
2016-01-11T14:00:00Z,6.86,6.162,1.410741922,43.01605808
2016-01-11T15:00:00Z,6.9,5.931,0.109763111,6.129336889
2016-01-11T16:00:00Z,7.1,5.609,0,0
2016-01-11T17:00:00Z,7.25,5.284,0,0
2016-01-11T18:00:00Z,7.29,5.115,0,0
2016-01-11T19:00:00Z,7.23,5.163,0,0
2016-01-11T20:00:00Z,7.03,5.324,0,0
2016-01-11T21:00:00Z,6.94,5.4,0,0
2016-01-11T22:00:00Z,6.76,5.338,0,0
2016-01-11T23:00:00Z,6.44,5.166,0,0
2016-01-12T00:00:00Z,6.07,4.929,0,0
2016-01-12T01:00:00Z,5.63,4.62,0,0
2016-01-12T02:00:00Z,5.28,4.189,0,0
2016-01-12T03:00:00Z,5.19,3.819,0,0
2016-01-12T04:00:00Z,5.45,3.596,0,0
2016-01-12T05:00:00Z,6.11,3.709,0,0
2016-01-12T06:00:00Z,6.68,3.932,0,0
2016-01-12T07:00:00Z,7.38,4.303,0.008351272,0.609948728
2016-01-12T08:00:00Z,7.82,4.697,0.358579389,16.70322061
2016-01-12T09:00:00Z,8.26,5.163,2.823585007,58.60111499
2016-01-12T10:00:00Z,8.7,5.78,16.02301042,115.0579896
2016-01-12T11:00:00Z,9.32,6.341,47.45819683,142.5593032
2016-01-12T12:00:00Z,9.39,6.707,60.14184573,136.3034543
2016-01-12T13:00:00Z,9.08,6.702,35.91598829,112.2337117
2016-01-12T14:00:00Z,8.65,6.247,11.70293196,67.41106804
2016-01-12T15:00:00Z,8.39,5.447,0.729759773,11.44904023
2016-01-12T16:00:00Z,8.59,4.923,0,0
2016-01-12T17:00:00Z,8.57,4.662,0,0
2016-01-12T18:00:00Z,8.53,4.557,0,0
2016-01-12T19:00:00Z,8.35,4.505,0,0
2016-01-12T20:00:00Z,8.31,4.513,0,0
2016-01-12T21:00:00Z,8.46,4.549,0,0
2016-01-12T22:00:00Z,8.99,4.641,0,0
2016-01-12T23:00:00Z,9.47,4.696,0,0
2016-01-13T00:00:00Z,9.74,4.743,0,0
2016-01-13T01:00:00Z,9.86,4.848,0,0
2016-01-13T02:00:00Z,9.7,4.912,0,0
2016-01-13T03:00:00Z,9.27,4.851,0,0
2016-01-13T04:00:00Z,8.71,4.736,0,0
2016-01-13T05:00:00Z,8.06,4.616,0,0
2016-01-13T06:00:00Z,7.34,4.472,0,0
2016-01-13T07:00:00Z,6.79,4.364,0.021248705,1.135451295
2016-01-13T08:00:00Z,6.75,4.551,0.965124108,27.22337589
2016-01-13T09:00:00Z,6.86,4.949,3.373944096,64.3262559
2016-01-13T10:00:00Z,7.21,5.306,7.883651369,100.3882486
2016-01-13T11:00:00Z,7.77,5.503,15.36586634,127.7392337
2016-01-13T12:00:00Z,7.77,5.529,14.86549281,122.4068072
2016-01-13T13:00:00Z,7.15,5.397,10.5345298,97.3834702
2016-01-13T14:00:00Z,6.27,4.979,6.990075171,63.16962483
2016-01-13T15:00:00Z,5.08,3.706,1.305394591,14.73250541
2016-01-13T16:00:00Z,4.51,2.387,0,0
2016-01-13T17:00:00Z,4.29,1.682,0,0
2016-01-13T18:00:00Z,4.34,1.188,0,0
2016-01-13T19:00:00Z,4.71,1.015,0,0
2016-01-13T20:00:00Z,5.03,0.979,0,0
2016-01-13T21:00:00Z,5.3,1.107,0,0
2016-01-13T22:00:00Z,5.59,1.397,0,0
2016-01-13T23:00:00Z,5.88,1.728,0,0
2016-01-14T00:00:00Z,6.2,1.863,0,0
2016-01-14T01:00:00Z,6.74,1.906,0,0
2016-01-14T02:00:00Z,7.37,1.893,0,0
2016-01-14T03:00:00Z,7.81,1.969,0,0
2016-01-14T04:00:00Z,8.01,2.004,0,0
2016-01-14T05:00:00Z,8.34,1.942,0,0
2016-01-14T06:00:00Z,8.64,1.823,0,0
2016-01-14T07:00:00Z,8.62,1.595,0.011343329,0.808656671
2016-01-14T08:00:00Z,8.11,1.722,0.519520416,20.99147958
2016-01-14T09:00:00Z,7.42,2.078,2.898201949,61.59699805
2016-01-14T10:00:00Z,7.3,2.731,7.816402675,99.98499733
2016-01-14T11:00:00Z,7.17,3.551,19.70896346,133.1482365
2016-01-14T12:00:00Z,7.1,4.168,32.89696354,138.0579365
2016-01-14T13:00:00Z,6.96,4.367,32.33101369,116.1781863
2016-01-14T14:00:00Z,6.6,4.04,12.0451096,70.4614904
2016-01-14T15:00:00Z,6.66,3.278,0.867555545,13.12704446
2016-01-14T16:00:00Z,7.5,2.867,0,0
2016-01-14T17:00:00Z,8.21,2.69,0,0
2016-01-14T18:00:00Z,9.07,2.555,0,0
2016-01-14T19:00:00Z,10.13,2.359,0,0
2016-01-14T20:00:00Z,10.85,1.999,0,0
2016-01-14T21:00:00Z,11.43,1.538,0,0
2016-01-14T22:00:00Z,11.75,1.537,0,0
2016-01-14T23:00:00Z,11.81,1.981,0,0
2016-01-15T00:00:00Z,11.46,2.229,0,0
2016-01-15T01:00:00Z,11.32,2.391,0,0
2016-01-15T02:00:00Z,11.17,2.53,0,0
2016-01-15T03:00:00Z,11.11,2.623,0,0
2016-01-15T04:00:00Z,10.93,2.662,0,0
2016-01-15T05:00:00Z,10.5,2.603,0,0
2016-01-15T06:00:00Z,9.96,2.477,0,0
2016-01-15T07:00:00Z,9.35,2.299,0.007288723,0.774211277
2016-01-15T08:00:00Z,8.75,2.228,0.203597347,15.61290265
2016-01-15T09:00:00Z,8.35,2.317,0.589272034,36.86742797
2016-01-15T10:00:00Z,8.19,2.46,0.90722037,52.31017963
2016-01-15T11:00:00Z,7.99,2.555,1.065352565,59.57304743
2016-01-15T12:00:00Z,7.66,2.627,0.999337364,56.87876264
2016-01-15T13:00:00Z,7.23,2.646,0.715602234,44.19699777
2016-01-15T14:00:00Z,6.62,2.629,0.329191806,24.15320819
2016-01-15T15:00:00Z,6.01,2.49,0.056445594,5.028154406
2016-01-15T16:00:00Z,5.75,2.4,0,0
2016-01-15T17:00:00Z,5.51,2.318,0,0
2016-01-15T18:00:00Z,5.31,2.224,0,0
2016-01-15T19:00:00Z,5.06,2.103,0,0
2016-01-15T20:00:00Z,4.62,1.899,0,0
2016-01-15T21:00:00Z,4.33,1.739,0,0
2016-01-15T22:00:00Z,4.05,1.621,0,0
2016-01-15T23:00:00Z,3.63,1.505,0,0
2016-01-16T00:00:00Z,3.35,1.4,0,0
2016-01-16T01:00:00Z,3.48,1.399,0,0
2016-01-16T02:00:00Z,3.72,1.344,0,0
2016-01-16T03:00:00Z,4.19,1.197,0,0
2016-01-16T04:00:00Z,5.02,1.391,0,0
2016-01-16T05:00:00Z,5.96,1.781,0,0
2016-01-16T06:00:00Z,6.73,2.196,0,0
2016-01-16T07:00:00Z,7.51,2.557,0.045575105,1.737824895
2016-01-16T08:00:00Z,8.04,2.928,2.248176373,35.29222363
2016-01-16T09:00:00Z,8.02,3.424,15.33138398,90.17701602
2016-01-16T10:00:00Z,7.88,4.074,67.62944277,126.9457572
2016-01-16T11:00:00Z,7.85,4.626,128.3590032,122.5428968
2016-01-16T12:00:00Z,7.72,4.798,111.565161,122.275539
2016-01-16T13:00:00Z,7.14,4.522,52.28652723,113.1239728
2016-01-16T14:00:00Z,6.11,3.777,11.478375,68.265425
2016-01-16T15:00:00Z,5.26,2.657,0.872278325,13.36852168
2016-01-16T16:00:00Z,4.94,1.848,0,0
2016-01-16T17:00:00Z,4.79,1.495,0,0
2016-01-16T18:00:00Z,4.7,1.303,0,0
2016-01-16T19:00:00Z,4.8,1.32,0,0
2016-01-16T20:00:00Z,4.84,1.344,0,0
2016-01-16T21:00:00Z,4.62,1.192,0,0
2016-01-16T22:00:00Z,4.69,1.111,0,0
2016-01-16T23:00:00Z,4.67,1.062,0,0
2016-01-17T00:00:00Z,4.68,0.95,0,0
2016-01-17T01:00:00Z,4.37,0.595,0,0
2016-01-17T02:00:00Z,4.1,0.193,0,0
2016-01-17T03:00:00Z,3.9,-0.329,0,0
2016-01-17T04:00:00Z,3.71,-0.915,0,0
2016-01-17T05:00:00Z,3.48,-1.57,0,0
2016-01-17T06:00:00Z,3.3,-2.339,0,0
2016-01-17T07:00:00Z,3.17,-2.96,0.848017966,4.468282034
2016-01-17T08:00:00Z,3.16,-1.667,32.79105243,47.18614757
2016-01-17T09:00:00Z,3.35,-0.112,111.1693209,68.45607909
2016-01-17T10:00:00Z,3.55,1.22,177.7570312,74.86836884
2016-01-17T11:00:00Z,3.75,1.972,208.5514628,76.60523717
2016-01-17T12:00:00Z,3.41,2.155,201.6912,73.72459996
2016-01-17T13:00:00Z,2.92,2.002,150.9413965,68.84490345
2016-01-17T14:00:00Z,1.95,1.227,72.34339198,56.61950802
2016-01-17T15:00:00Z,1.86,-1.001,9.754918981,19.04158102
2016-01-17T16:00:00Z,2.12,-2.435,0,0
2016-01-17T17:00:00Z,2.38,-3.235,0,0
2016-01-17T18:00:00Z,2.63,-3.854,0,0
2016-01-17T19:00:00Z,2.84,-4.289,0,0
2016-01-17T20:00:00Z,3.05,-4.646,0,0
2016-01-17T21:00:00Z,3.29,-4.941,0,0
2016-01-17T22:00:00Z,3.49,-5.216,0,0
2016-01-17T23:00:00Z,3.62,-5.501,0,0
2016-01-18T00:00:00Z,3.75,-5.754,0,0
2016-01-18T01:00:00Z,3.93,-5.928,0,0
2016-01-18T02:00:00Z,4.11,-6.006,0,0
2016-01-18T03:00:00Z,4.25,-6.044,0,0
2016-01-18T04:00:00Z,4.39,-6.057,0,0
2016-01-18T05:00:00Z,4.52,-6.007,0,0
2016-01-18T06:00:00Z,4.62,-5.857,0,0
2016-01-18T07:00:00Z,4.73,-5.579,0.632985342,5.046614658
2016-01-18T08:00:00Z,4.83,-4.665,12.05790474,52.17739526
2016-01-18T09:00:00Z,5.22,-3.129,34.65814867,98.74135133
2016-01-18T10:00:00Z,5.36,-1.814,64.93131906,127.1831809
2016-01-18T11:00:00Z,5.26,-0.839,101.0560349,132.1545651
2016-01-18T12:00:00Z,5.02,-0.269,126.7605419,116.9300581
2016-01-18T13:00:00Z,4.62,-0.146,105.7830865,97.63291345
2016-01-18T14:00:00Z,3.47,-0.753,45.22249753,72.74930247
2016-01-18T15:00:00Z,2.59,-2.884,4.049620983,22.00877902
2016-01-18T16:00:00Z,2.95,-4.028,0,0
2016-01-18T17:00:00Z,3.25,-3.889,0,0
2016-01-18T18:00:00Z,3.46,-3.799,0,0
2016-01-18T19:00:00Z,3.47,-3.827,0,0
2016-01-18T20:00:00Z,3.48,-3.976,0,0
2016-01-18T21:00:00Z,3.51,-4.2,0,0
2016-01-18T22:00:00Z,3.38,-4.415,0,0
2016-01-18T23:00:00Z,3.13,-4.518,0,0
2016-01-19T00:00:00Z,2.78,-4.51,0,0
2016-01-19T01:00:00Z,2.65,-4.398,0,0
2016-01-19T02:00:00Z,2.53,-4.361,0,0
2016-01-19T03:00:00Z,2.29,-4.488,0,0
2016-01-19T04:00:00Z,1.91,-4.658,0,0
2016-01-19T05:00:00Z,1.76,-4.772,0,0
2016-01-19T06:00:00Z,1.66,-5.053,0,0
2016-01-19T07:00:00Z,1.66,-5.265,1.655992132,5.811307868
2016-01-19T08:00:00Z,1.85,-4.437,47.05315269,45.41054731
2016-01-19T09:00:00Z,1.67,-2.986,140.8485669,58.75733308
2016-01-19T10:00:00Z,1.56,-1.63,216.4190773,61.47332275
2016-01-19T11:00:00Z,1.37,-0.414,249.9874686,62.38793137
2016-01-19T12:00:00Z,1.11,0.256,235.5735515,62.50434851
2016-01-19T13:00:00Z,0.91,0.409,177.5221006,60.66189938
2016-01-19T14:00:00Z,0.73,0.01,87.04062043,53.81697957
2016-01-19T15:00:00Z,0.81,-1.128,10.46845993,22.66414007
2016-01-19T16:00:00Z,1.1,-1.927,4.89E-06,9.51E-05
2016-01-19T17:00:00Z,1.48,-2.456,0,0
2016-01-19T18:00:00Z,1.87,-2.93,0,0
2016-01-19T19:00:00Z,2.2,-3.335,0,0
2016-01-19T20:00:00Z,2.38,-3.49,0,0
2016-01-19T21:00:00Z,2.44,-3.5,0,0
2016-01-19T22:00:00Z,2.5,-3.505,0,0
2016-01-19T23:00:00Z,2.57,-3.604,0,0
2016-01-20T00:00:00Z,2.59,-3.647,0,0
2016-01-20T01:00:00Z,2.59,-3.621,0,0
2016-01-20T02:00:00Z,2.6,-3.555,0,0
2016-01-20T03:00:00Z,2.67,-3.496,0,0
2016-01-20T04:00:00Z,2.78,-3.516,0,0
2016-01-20T05:00:00Z,2.93,-3.538,0,0
2016-01-20T06:00:00Z,3.17,-3.567,0,0
